,Title,Year,AltTitleList
16368,"Die Erziehung der Eiche zum krästigen und gut ausgebildeten Hochstamm nach den neuesten Principien. Mit Vorausschickung einiger Erfahrungen über den Einbau der Eiche im jungen Buchenhochwalde, zum Zwecke der Bestandesmischung und zur Erziehung merthvoller Hölzer von C. W. Geyer, Königl. Oberförster. Mit 12 lithographirten Tafeln. Berlin 1870. Verlag von Julius Springer. Preis 1 Thlr",1870,"Die Erziehung der Eiche zum krästigen und gut ausgebildeten Hochstamm nach den neuesten Principien. Mit Vorausschickung einiger Erfahrungen über den Einbau der Eiche im jungen Buchenhochwalde, zum Zwecke der Bestandesmischung und zur Erziehung merthvoller Hölzer von C. W. Geyer, Königl. Oberförster. Mit  lithographirten Tafeln. Berlin . Verlag von Julius Springer. Preis  Thlr"
16369,Die Erziehung hochwertigen Kiefern-Nutzholzes,1910,Die Erziehung hochwertigen Kiefern-Nutzholzes
16370,Die Erziehung hochwertigen Kiefern-Nutzholzes,1909,Die Erziehung hochwertigen Kiefern-Nutzholzes
16371,Die Erziehung hochwertigen Kiefern-Nutzholzes,1907,Die Erziehung hochwertigen Kiefern-Nutzholzes
16372,Die Erziehung und Dressur des Schweitzhundes nach den Regeln der hannover’schen Jägerei,1860,Die Erziehung und Dressur des Schweitzhundes nach den Regeln der hannover’schen Jägerei
16373,Die Eschenholzstiele,1905,Die Eschenholzstiele
16374,Die Eule als Brutheune,1857,Die Eule als Brutheune
16375,Die experimentelle Erzielung von verbänderten Achselsprossen bei den forstlichen Keimlingen,1925,Die experimentelle Erzielung von verbänderten Achselsprossen bei den forstlichen Keimlingen
16376,Die Färbereiche (quercus tinctoria),1860,Die Färbereiche (quercus tinctoria)
16377,Die Färbung des Forstsamens zur Unterscheidung ausländischer Ware,1910,Die Färbung des Forstsamens zur Unterscheidung ausländischer Ware
16378,Die Fage der Wildbachverbauug in Bayern,1902,Die Fage der Wildbachverbauug in Bayern
16379,Die falsche Grundlage der Faustmann'schen Formel sür den Waldbodenwert,1908,Die falsche Grundlage der Faustmann'schen Formel sür den Waldbodenwert
16380,"Die Familie der Coniferen von Alb. Courtin, Kunstgärtner. Stuttgart. E. Schweizerbart. 1858. 174 S. Preis 1 fl. 20 kr. — 27 Sgr",1858,"Die Familie der Coniferen von Alb. Courtin, Kunstgärtner. Stuttgart. E. Schweizerbart. .  S. Preis  fl.  kr. —  Sgr"
16381,Die Feier des 75 jährigen Jubiläums der Forstlehranstalt Eisenach,1905,Die Feier des  jährigen Jubiläums der Forstlehranstalt Eisenach
16382,Die Feststellung des Abgabesatzes in Hochwaldungen,1908,Die Feststellung des Abgabesatzes in Hochwaldungen
16383,Die Fettbestimmung der Milch mittelst der optischen Milchprobe,1868,Die Fettbestimmung der Milch mittelst der optischen Milchprobe
16384,Die Fichte,1904,Die Fichte
16385,Die Fichte im milden Klima,1910,Die Fichte im milden Klima
16386,Die Fichte und Buche im Mischbestand,1910,Die Fichte und Buche im Mischbestand
16387,Die Fichtenrinde in der Lederindustrie,1917,Die Fichtenrinde in der Lederindustrie
16388,Die Fichtenschildlaus (Coccus racemosus) als Erzeugerin des Houigthanes auf Fichten,1857,Die Fichtenschildlaus (Coccus racemosus) als Erzeugerin des Houigthanes auf Fichten
16389,Die Fichtenzapfen-Ernte 1912,1912,Die Fichtenzapfen-Ernte 
16390,Die Fischei in den Calsperren,1907,Die Fischei in den Calsperren
16391,Die Fischerei und ihre Bedeutung für den Forstmann,1911,Die Fischerei und ihre Bedeutung für den Forstmann
16392,Die Fixierung von Aquarellfarben auf Karten,1915,Die Fixierung von Aquarellfarben auf Karten
16393,Die „Flugzeugbekämpfung“ des Kiefernspanners im bayrischen Forstamt Ensdorf,1926,Die „Flugzeugbekämpfung“ des Kiefernspanners im bayrischen Forstamt Ensdorf
16394,Die Försterprüfung für Mitglieder des Vereins für Privatforstbeamte Deutschlands im Jahre 1905,1905,Die Försterprüfung für Mitglieder des Vereins für Privatforstbeamte Deutschlands im Jahre 
16395,Die Folgen der Künstlichen Verlegung (Unterbindung oder Embolisierung) von Lungenarterienästen sowie ihre Bedeutung für den Lungenkollateralkreislauf,1924,Die Folgen der Künstlichen Verlegung (Unterbindung oder Embolisierung) von Lungenarterienästen sowie ihre Bedeutung für den Lungenkollateralkreislauf
16396,Die Folgerungen der Bodenreinertragstheorie,1899,Die Folgerungen der Bodenreinertragstheorie
16402,Die Forleule und ihr jüngster Frasz,1925,Die Forleule und ihr jüngster Frasz
16403,"Die Forst-Einrichtung oder Vermessung und Eintheilung der Forste, Ausarbeitung von Wirthschafts-Plänen und Ertragsberechnung. Nach forstlicher Praxis und unter Andeutung des in Preutzen, Sachsen, dem ehemaligen Hannover und in anderen Ländern bestehenden Versahrens, bearbeitet von Alfred Püschel, herzoglich Auhaltischem Forst-Inspector. Dessau. Desbarats. 1869",1869,"Die Forst-Einrichtung oder Vermessung und Eintheilung der Forste, Ausarbeitung von Wirthschafts-Plänen und Ertragsberechnung. Nach forstlicher Praxis und unter Andeutung des in Preutzen, Sachsen, dem ehemaligen Hannover und in anderen Ländern bestehenden Versahrens, bearbeitet von Alfred Püschel, herzoglich Auhaltischem Forst-Inspector. Dessau. Desbarats. "
16404,Die Forstakademie Tharandt,1902,Die Forstakademie Tharandt
16405,Die Forstanstalt Eisenach,1895,Die Forstanstalt Eisenach
16406,Die Forstausstellung bei der 44. Wanderversammlung bayerischer Landwirte in Kempten,1909,Die Forstausstellung bei der . Wanderversammlung bayerischer Landwirte in Kempten
16407,Die Forstausstellung zu Aschaffenburg im Mai 1913,1913,Die Forstausstellung zu Aschaffenburg im Mai 
16408,Die Forstausstellung zu Landau (Pfalz) im Mai 1911,1911,Die Forstausstellung zu Landau (Pfalz) im Mai 
16409,"Die Forstbenutzung. Dargestellt von Karl Gayer, k. Professor der Forstwissenschaft an der Centralforstlehranstalt Aschaffenburg u s. m. Zweite vermehrte Auflage. Mit in den Text gedruckten Holzschnitten. Aschaffenburg, Verlag von C. Krebs. 1868. Preis 8 fl. 45 fr",1868,"Die Forstbenutzung. Dargestellt von Karl Gayer, k. Professor der Forstwissenschaft an der Centralforstlehranstalt Aschaffenburg u s. m. Zweite vermehrte Auflage. Mit in den Text gedruckten Holzschnitten. Aschaffenburg, Verlag von C. Krebs. . Preis  fl.  fr"
16410,Die Forstbetriebseinrichtung nach ihren gegenwärtigen Aufgaben und Zielen,1897,Die Forstbetriebseinrichtung nach ihren gegenwärtigen Aufgaben und Zielen
16411,Die forstbotanischen Anlagen beim Heidelberger Schlosse,1870,Die forstbotanischen Anlagen beim Heidelberger Schlosse
16412,Die Forstdiensteinrichtung im Königreich Sachsen,1904,Die Forstdiensteinrichtung im Königreich Sachsen
16413,Die Forstentomologie in Schweden,1924,Die Forstentomologie in Schweden
16414,Die forstentomologische Sammlung der bayerischen Jubiläums-Landes-Ausstellung Nürnberg 1906,1906,Die forstentomologische Sammlung der bayerischen Jubiläums-Landes-Ausstellung Nürnberg 
16415,Die Forstergänzungsmessungen,1913,Die Forstergänzungsmessungen
16416,Die Forsterträge bes Herzogthums Sachsen-Gotha in den Wirthschaftsjahren 1858 und 1859,1858,Die Forsterträge bes Herzogthums Sachsen-Gotha in den Wirthschaftsjahren  und 
16417,Die Forstgesetzgebung des Kantons Zürich,1869,Die Forstgesetzgebung des Kantons Zürich
16418,Die Forstgigerl,1895,Die Forstgigerl
16419,Die Forsthuben im Spessart,1927,Die Forsthuben im Spessart
16420,Die Forstlehranstalt Eisenach,1895,Die Forstlehranstalt Eisenach
16421,Die forstlich angewandte Mathematik in ihrer Stellung zur forstlichen Gewerbslehre,1859,Die forstlich angewandte Mathematik in ihrer Stellung zur forstlichen Gewerbslehre
16422,Die forstlich angewandte Mathematik in ihrer Stellung zur forstlichen Gewerbslehre,1860,Die forstlich angewandte Mathematik in ihrer Stellung zur forstlichen Gewerbslehre
16423,Die forstlich-pflanzengeographischen Verhältnisse des nördlichen Fennoskandiens,1927,Die forstlich-pflanzengeographischen Verhältnisse des nördlichen Fennoskandiens
16424,Die forstlich-pflanzengeographischen Verhältntsse des nördlichen Fennoskandiens,1927,Die forstlich-pflanzengeographischen Verhältntsse des nördlichen Fennoskandiens
16425,Die forstliche Bedeutung der Besenpfrieme,1904,Die forstliche Bedeutung der Besenpfrieme
16426,Die forstliche Bestandesgründung von H. Reusz,1908,Die forstliche Bestandesgründung von H. Reusz
16427,Die forstliche Hochschule an der Universität Syracuse im Staate New York,1913,Die forstliche Hochschule an der Universität Syracuse im Staate New York
16428,Die Forstliche Hochschule Aschaffenburg,1910,Die Forstliche Hochschule Aschaffenburg
16429,Die forstliche Hochschule Aschaffenburg,1899,Die forstliche Hochschule Aschaffenburg
16430,Die forstliche Maschinenfrage,1927,Die forstliche Maschinenfrage
16431,Die forstliche Maschinenfrage,1927,Die forstliche Maschinenfrage
16432,Die forstliche Maschinensrage,1927,Die forstliche Maschinensrage
16433,Die forstliche Versuchsanstalt an der Landwirtschaftlichen Akademie Moskau,1930,Die forstliche Versuchsanstalt an der Landwirtschaftlichen Akademie Moskau
16434,Die forstlichen Betriebsysteme,1871,Die forstlichen Betriebsysteme
16435,Die forstlichen Verhältnisse Badens,1910,Die forstlichen Verhältnisse Badens
16436,Die forstlichen Verhältnisse des Großfürstentums Finnland,1896,Die forstlichen Verhältnisse des Großfürstentums Finnland
16437,"Die forstlichen Verhältnisse Preußens von Otto v. Hagen, Oberlandforstmeister. Zweiter unveränderter Abdruck. Berlin 1867. Verlag von Julius Springer. Preis: 3 Thlr. 25 Sgr",1867,"Die forstlichen Verhältnisse Preußens von Otto v. Hagen, Oberlandforstmeister. Zweiter unveränderter Abdruck. Berlin . Verlag von Julius Springer. Preis:  Thlr.  Sgr"
16438,Die forstlichen Verhältnisse Rumäniens in pflanzengeographischer Betrachtung,1926,Die forstlichen Verhältnisse Rumäniens in pflanzengeographischer Betrachtung
16439,Die forstlichen Verhältnisse Rumäniens in pflanzengeographischer Betrachtung,1926,Die forstlichen Verhältnisse Rumäniens in pflanzengeographischer Betrachtung
16440,Die forstlichen Verhältnisse Rumäniens in pflanzengeographischer Betrachtung,1926,Die forstlichen Verhältnisse Rumäniens in pflanzengeographischer Betrachtung
16441,"Die forstlichen Verhältnisse von Deutsch-Lothringen und die Organisation der Forstverwaltung im Reichslande von Dr. August Bernhardt, Königl. Oberförster und forsttechnischem Dirigenten bei der Hauptstation für das forstliche Versuchsmesen. Berlin 1871. Verlag von Julius Springer",1871,"Die forstlichen Verhältnisse von Deutsch-Lothringen und die Organisation der Forstverwaltung im Reichslande von Dr. August Bernhardt, Königl. Oberförster und forsttechnischem Dirigenten bei der Hauptstation für das forstliche Versuchsmesen. Berlin . Verlag von Julius Springer"
16442,Die Forstordnung des Bischofs Julius für das Hochstift Würzburg vom Jahre 1574 nach einer Abschrift aus dem 16. Jahrhundert,1574,Die Forstordnung des Bischofs Julius für das Hochstift Würzburg vom Jahre  nach einer Abschrift aus dem . Jahrhundert
16443,Die Forstorganisation von Elsatz-Lothringen,1871,Die Forstorganisation von Elsatz-Lothringen
16444,"Die Forstrechte eines Oberpfälzischen Forstamts, ihre Entwicklung und ihre Bedeutung für die Volkswirtschaft",1928,"Die Forstrechte eines Oberpfälzischen Forstamts, ihre Entwicklung und ihre Bedeutung für die Volkswirtschaft"
16445,"Die Forstrechte eines oberpsälzisch Forstamts, ihre Entwicklung und ihre Bedeutung für die Volkswirtschaft",1928,"Die Forstrechte eines oberpsälzisch Forstamts, ihre Entwicklung und ihre Bedeutung für die Volkswirtschaft"
16446,Die Forstschutz,1916,Die Forstschutz
16447,Die Forstvereine im Königreich Hannover,1862,Die Forstvereine im Königreich Hannover
16448,Die forstverhältnisse im heutigen Griechenland,1919,Die forstverhältnisse im heutigen Griechenland
16449,Die Forstverhältnisse im heutigen Griechenland,1919,Die Forstverhältnisse im heutigen Griechenland
16450,Die Forstverhältnisse im heutigen Griechenland,1919,Die Forstverhältnisse im heutigen Griechenland
16451,Die Forstverwaltung Badens. Karlsruhe 1857. Den Mitgliedern der XIV. Versammlung süddeutscher Forstwirthe zu Baden im Jahre 1857 gewidmet,1857,Die Forstverwaltung Badens. Karlsruhe . Den Mitgliedern der XIV. Versammlung süddeutscher Forstwirthe zu Baden im Jahre  gewidmet
16452,Die Forstverwaltung des rechtsrheinischen Fürstentums Leiningen,1909,Die Forstverwaltung des rechtsrheinischen Fürstentums Leiningen
16453,Die Forstwartschule zu Darmstadt,1904,Die Forstwartschule zu Darmstadt
16454,Die Forstwirschaft der Tatsachen (natürlicher Hochwaldbetrieb),1919,Die Forstwirschaft der Tatsachen (natürlicher Hochwaldbetrieb)
16455,"Die Forstwirthschaft nach rein praktisher Ansicht. Ein Handbuch für Privatforstbesitzer, Verwalter, und insbesondere für Forstlehrlinge, von Dr. W. Pfeil, K. Preutz. Oberforstrath und Professor, Direktor der K. Preuß. höheren Forstlehranstalt, Ritter u. Fünste Auflage. Leipzig, Baumgärtner 1857. VIII und 372 Seiten",1857,"Die Forstwirthschaft nach rein praktisher Ansicht. Ein Handbuch für Privatforstbesitzer, Verwalter, und insbesondere für Forstlehrlinge, von Dr. W. Pfeil, K. Preutz. Oberforstrath und Professor, Direktor der K. Preuß. höheren Forstlehranstalt, Ritter u. Fünste Auflage. Leipzig, Baumgärtner . VIII und  Seiten"
16456,Die Forstwirtschaft auf der 4. „Grüne Woche Berlin“ 1929. 26. Januar bis 3. Februar,1929,Die Forstwirtschaft auf der . „Grüne Woche Berlin“ . . Januar bis . Februar
16457,Die Forstwirtschaft in den Niederlanden und ihren Kolonien,1925,Die Forstwirtschaft in den Niederlanden und ihren Kolonien
16458,Die Forstwirtschaft in den Niederlanden und ihren Kolonien,1925,Die Forstwirtschaft in den Niederlanden und ihren Kolonien
16459,Die Forstwirtschaft in den Niederlanden und ihren Kolonien,1925,Die Forstwirtschaft in den Niederlanden und ihren Kolonien
16460,Die Forstwirtschaft in Travancore,1917,Die Forstwirtschaft in Travancore
16461,Die Forstwirtschaft und Forstwissenschaft in Australiern,1930,Die Forstwirtschaft und Forstwissenschaft in Australiern
16462,Die forstwirtschaftliche Ausstellung im Jackson Park in Chicago,1894,Die forstwirtschaftliche Ausstellung im Jackson Park in Chicago
16463,Die forstwirtschaftliche Ausstellung im Jackson Part in Chicago,1894,Die forstwirtschaftliche Ausstellung im Jackson Part in Chicago
16470,Die forstwirtschaftliche Bodenbenu¿ung Bayerns im Jahre 1913,1913,Die forstwirtschaftliche Bodenbenu¿ung Bayerns im Jahre 
16471,Die Fortsetzung von Pfeils kritischen Blättern betreffend,1860,Die Fortsetzung von Pfeils kritischen Blättern betreffend
16472,Die Fractur des Radiusköpfchens,1883,Die Fractur des Radiusköpfchens
16473,Die Frage des Holzzolles vor dem österreichischen Forstkongreß 1901,1901,Die Frage des Holzzolles vor dem österreichischen Forstkongreß 
16474,Die Freie Durchforstung auf der Geislinger Forstversammlung,1929,Die Freie Durchforstung auf der Geislinger Forstversammlung
16475,Die freie Pirsch auf dem Booser Hart bei Memmingen,1921,Die freie Pirsch auf dem Booser Hart bei Memmingen
16476,Die Frequenz der Forstlehranstalt Aschaffenburg,1896,Die Frequenz der Forstlehranstalt Aschaffenburg
16477,Die Friedberger Rindenversteigerung am 26. März 1896,1896,Die Friedberger Rindenversteigerung am . März 
16478,Die Frosterscheinungen des Jahres 1869,1869,Die Frosterscheinungen des Jahres 
16479,"Die Frostschäden im Forstbetrieb, deren Ursachen und Bekämpfung",1924,"Die Frostschäden im Forstbetrieb, deren Ursachen und Bekämpfung"
16480,"Die Frostschäden im Forstbetrieb, deren Ursachen und Bekämpfung",1924,"Die Frostschäden im Forstbetrieb, deren Ursachen und Bekämpfung"
16481,Die Frühdiagnose der Schwangerschaft durch das Röntgenbild,1927,Die Frühdiagnose der Schwangerschaft durch das Röntgenbild
16482,Die Frühjahrskückfälle,1930,Die Frühjahrskückfälle
16483,Die Fuchsgrube im Lúneburgschen,1861,Die Fuchsgrube im Lúneburgschen
16484,Die für den Wagenbau tauglichsten Holzarten,1860,Die für den Wagenbau tauglichsten Holzarten
16485,Die Fürstlich Hohenzollern’schen Waldungen bei Stöcken,1861,Die Fürstlich Hohenzollern’schen Waldungen bei Stöcken
16486,"Die funktionellen Sprachstörungen (Stottern, Poltern, Stammeln usw.) und ihre Behandlung in der Hypnose",1928,"Die funktionellen Sprachstörungen (Stottern, Poltern, Stammeln usw.) und ihre Behandlung in der Hypnose"
16487,Die fűrstlich Ferdinand Kinsky’schen Waldungen,1861,Die fűrstlich Ferdinand Kinsky’schen Waldungen
16488,Die Gaildorfer Waldwirtschaft in der Beleuchtung des Herrn Forstamtsassessors Fabricius,1909,Die Gaildorfer Waldwirtschaft in der Beleuchtung des Herrn Forstamtsassessors Fabricius
